shop_id,shop_name,region_code,product_id,product_name,score,rating,variant,template_index,template_name,content,source_key
"16","Coffee,tea,fruit,lightmeals,chocolate夏一城","D6","697","Coconut Milkshake","8","人上人","1","8","口味建议","[示例评价] 如果平时喜欢奶香，这道Coconut Milkshake值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","5d16e7783045ce51da790e64"
"16","Coffee,tea,fruit,lightmeals,chocolate夏一城","D6","697","Coconut Milkshake","7","NPC","2","9","场景感受","[示例评价] 一个人吃Coconut Milkshake很顺手，和朋友分着吃也不会无聊；奶香的味道够明确，聊天间隙也能吃出滋味。","4441759d960204493f051d73"
"17","Let's kopitiam","D6","734","Half Boil Egg","10","夯爆了","1","8","口味建议","[示例评价] 如果平时喜欢鸡蛋，这道Half Boil Egg值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","330f4029c3d7d61afc985609"
"17","Let's kopitiam","D6","734","Half Boil Egg","7","NPC","2","9","场景感受","[示例评价] 一个人吃Half Boil Egg很顺手，和朋友分着吃也不会无聊；鸡蛋的味道够明确，聊天间隙也能吃出滋味。","73d97d49d6f0076557612229"
"17","Let's kopitiam","D6","735","Butter Kaya Toast","8","人上人","1","1","第一口印象","[示例评价] 第一口先尝到面条的味道，层次很清楚；Butter Kaya Toast适合趁热吃，香气会更完整。","2d200cea278c8786f5e21b6c"
"17","Let's kopitiam","D6","735","Butter Kaya Toast","8","人上人","2","2","风味平衡","[示例评价] Butter Kaya Toast把面条的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","c235bad8ef3c9aad19681cb1"
"17","Let's kopitiam","D6","736","Margarine Sugar Toast","10","夯爆了","1","1","第一口印象","[示例评价] 第一口先尝到面条的味道，层次很清楚；Margarine Sugar Toast适合趁热吃，香气会更完整。","f47d67a416e53a0717fb33de"
"17","Let's kopitiam","D6","736","Margarine Sugar Toast","9","顶级","2","2","风味平衡","[示例评价] Margarine Sugar Toast把面条的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","76a83e7d34ec37b113ebc17e"
"17","Let's kopitiam","D6","737","Margarine Milk Toast","10","夯爆了","1","8","口味建议","[示例评价] 如果平时喜欢面条、奶香，这道Margarine Milk Toast值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","13f2d156a41b1cda5ec46181"
"17","Let's kopitiam","D6","737","Margarine Milk Toast","10","夯爆了","2","9","场景感受","[示例评价] 一个人吃Margarine Milk Toast很顺手，和朋友分着吃也不会无聊；面条、奶香的味道够明确，聊天间隙也能吃出滋味。","aec59dc8cf90ed6bafbc2460"
"17","Let's kopitiam","D6","738","Peanut Butter Toast","10","夯爆了","1","1","第一口印象","[示例评价] 第一口先尝到面条的味道，层次很清楚；Peanut Butter Toast适合趁热吃，香气会更完整。","48ba55a0621e8f63c7b47c0f"
"17","Let's kopitiam","D6","738","Peanut Butter Toast","10","夯爆了","2","2","风味平衡","[示例评价] Peanut Butter Toast把面条的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","382188904d66d101d99835a9"
"18","小巨蛋cafeteria on the lake","other","848","Green Soy Bean","6","拉完了","1","10","复购判断","[示例评价] 这道Green Soy Bean的优点是整体风味各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","58637c63eb0251f3a0b55cc8"
"18","小巨蛋cafeteria on the lake","other","848","Green Soy Bean","7","NPC","2","1","第一口印象","[示例评价] 第一口先尝到整体风味的味道，层次很清楚；Green Soy Bean适合趁热吃，香气会更完整。","13918011332d5f7a7e8c59e3"
"18","小巨蛋cafeteria on the lake","other","849","Cheesy Sausage","9","顶级","1","4","香气表现","[示例评价] 端上来时整体风味的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","6a15cf7e2a88c689f88e1c25"
"18","小巨蛋cafeteria on the lake","other","849","Cheesy Sausage","8","人上人","2","5","食材搭配","[示例评价] 从整体风味的搭配看，食材之间没有互相抢味，Cheesy Sausage吃起来有自己的重点，配一杯清饮会更舒服。","54052c711dff9d73b7b2d861"
"18","小巨蛋cafeteria on the lake","other","850","Pesto Chilli","6","拉完了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点辣味的回味，Pesto Chilli不是只靠第一口取胜，后段味道也有记忆点。","c63ca50e73f5369c966144df"
"18","小巨蛋cafeteria on the lake","other","850","Pesto Chilli","10","夯爆了","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Pesto Chilli：辣味让味道有内容，分量和满足感也比较适合日常解决一餐。","10cc5f495c866e3f7a912a3e"
"18","小巨蛋cafeteria on the lake","other","851","Salted Egg Yolk Lava Croissant","6","拉完了","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Salted Egg Yolk Lava Croissant：鸡蛋让味道有内容，分量和满足感也比较适合日常解决一餐。","5b327280b9b44b33e6cb0d88"
"18","小巨蛋cafeteria on the lake","other","851","Salted Egg Yolk Lava Croissant","6","拉完了","2","8","口味建议","[示例评价] 如果平时喜欢鸡蛋，这道Salted Egg Yolk Lava Croissant值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","9c622c125520808ee0dfc0d3"
"18","小巨蛋cafeteria on the lake","other","852","Chocolate Lava Croissant","7","NPC","1","5","食材搭配","[示例评价] 从甜味的搭配看，食材之间没有互相抢味，Chocolate Lava Croissant吃起来有自己的重点，配一杯清饮会更舒服。","0dbf4107af849c6b37574d91"
"18","小巨蛋cafeteria on the lake","other","852","Chocolate Lava Croissant","9","顶级","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点甜味的回味，Chocolate Lava Croissant不是只靠第一口取胜，后段味道也有记忆点。","d338fb45b26ccdcdd87edc56"
"19","mad plate express","LY3","897","Chicken Slice Rice","6","拉完了","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Chicken Slice Rice：鸡肉、米饭让味道有内容，分量和满足感也比较适合日常解决一餐。","92b9eb3e0da9b083c64b15ac"
"19","mad plate express","LY3","897","Chicken Slice Rice","10","夯爆了","2","8","口味建议","[示例评价] 如果平时喜欢鸡肉、米饭，这道Chicken Slice Rice值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","a6d2cf4994d9eb43c1b9d63e"
"19","mad plate express","LY3","898","Beef Slice Rice","6","拉完了","1","10","复购判断","[示例评价] 这道Beef Slice Rice的优点是牛肉、米饭各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","890d1f8b9375a0b524fec78e"
"19","mad plate express","LY3","898","Beef Slice Rice","9","顶级","2","1","第一口印象","[示例评价] 第一口先尝到牛肉、米饭的味道，层次很清楚；Beef Slice Rice适合趁热吃，香气会更完整。","cf5ce4749191398152c97594"
"19","mad plate express","LY3","899","Smoked Duck Rice","7","NPC","1","9","场景感受","[示例评价] 一个人吃Smoked Duck Rice很顺手，和朋友分着吃也不会无聊；鸭肉、米饭的味道够明确，聊天间隙也能吃出滋味。","386680043545f87bef876ae4"
"19","mad plate express","LY3","899","Smoked Duck Rice","9","顶级","2","10","复购判断","[示例评价] 这道Smoked Duck Rice的优点是鸭肉、米饭各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","59715d9f5eed4e3c9b51605d"
"19","mad plate express","LY3","900","Broccoli & Mushroom Rice","9","顶级","1","1","第一口印象","[示例评价] 第一口先尝到蘑菇、米饭的味道，层次很清楚；Broccoli & Mushroom Rice适合趁热吃，香气会更完整。","4afaff18b6d4854c1a0733b9"
"19","mad plate express","LY3","900","Broccoli & Mushroom Rice","8","人上人","2","2","风味平衡","[示例评价] Broccoli & Mushroom Rice把蘑菇、米饭的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","445d70a9ab76246c4226754a"
"19","mad plate express","LY3","901","Meat Party Combo (Chicken/Beef/Smoked Duck)","6","拉完了","1","10","复购判断","[示例评价] 这道Meat Party Combo (Chicken/Beef/Smoked Duck)的优点是牛肉、鸡肉、鸭肉各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","22b4f6b59aaab47a1728c4be"
"19","mad plate express","LY3","901","Meat Party Combo (Chicken/Beef/Smoked Duck)","8","人上人","2","1","第一口印象","[示例评价] 第一口先尝到牛肉、鸡肉、鸭肉的味道，层次很清楚；Meat Party Combo (Chicken/Beef/Smoked Duck)适合趁热吃，香气会更完整。","87902920c688766c59a8bd8d"
"20","小九州 Rice&noodles","LY3","944","Sweet & Sour Fish Fillet Rice","9","顶级","1","3","口感变化","[示例评价] 这道Sweet & Sour Fish Fillet Rice有意思的地方在口感变化：鱼肉、米饭、甜味带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","09deabbb62148a34967c3612"
"20","小九州 Rice&noodles","LY3","944","Sweet & Sour Fish Fillet Rice","7","NPC","2","4","香气表现","[示例评价] 端上来时鱼肉、米饭、甜味的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","54e294ea602c567595fce6ad"
"20","小九州 Rice&noodles","LY3","945","Salted Egg Chicken Rice","8","人上人","1","5","食材搭配","[示例评价] 从鸡肉、鸡蛋、米饭的搭配看，食材之间没有互相抢味，Salted Egg Chicken Rice吃起来有自己的重点，配一杯清饮会更舒服。","af07e459b174f7ebdb9827f2"
"20","小九州 Rice&noodles","LY3","945","Salted Egg Chicken Rice","10","夯爆了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、鸡蛋、米饭的回味，Salted Egg Chicken Rice不是只靠第一口取胜，后段味道也有记忆点。","9db8b3f64f71fcccfe4534c9"
"20","小九州 Rice&noodles","LY3","946","Kung Pao Chicken Rice","7","NPC","1","8","口味建议","[示例评价] 如果平时喜欢鸡肉、米饭，这道Kung Pao Chicken Rice值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","1c9a5fc693b2b89833daa486"
"20","小九州 Rice&noodles","LY3","946","Kung Pao Chicken Rice","8","人上人","2","9","场景感受","[示例评价] 一个人吃Kung Pao Chicken Rice很顺手，和朋友分着吃也不会无聊；鸡肉、米饭的味道够明确，聊天间隙也能吃出滋味。","c0f66c058b30cafb83f72772"
"20","小九州 Rice&noodles","LY3","947","Kung Pao Fish Fillet Rice","9","顶级","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Kung Pao Fish Fillet Rice：鱼肉、米饭让味道有内容，分量和满足感也比较适合日常解决一餐。","f5f925c1cc3faeb52cc59e23"
"20","小九州 Rice&noodles","LY3","947","Kung Pao Fish Fillet Rice","7","NPC","2","8","口味建议","[示例评价] 如果平时喜欢鱼肉、米饭，这道Kung Pao Fish Fillet Rice值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","774aad34132840bbdaae9b1b"
"20","小九州 Rice&noodles","LY3","948","Kam Hoeng Pork Rice","7","NPC","1","5","食材搭配","[示例评价] 从猪肉、米饭的搭配看，食材之间没有互相抢味，Kam Hoeng Pork Rice吃起来有自己的重点，配一杯清饮会更舒服。","5371af93ee54068e269159d7"
"20","小九州 Rice&noodles","LY3","948","Kam Hoeng Pork Rice","10","夯爆了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点猪肉、米饭的回味，Kam Hoeng Pork Rice不是只靠第一口取胜，后段味道也有记忆点。","d507d402a0f2eaa44ac93c70"
"21","膳一城Drinks","LY3","1025","Mango Bingsu","9","顶级","1","9","场景感受","[示例评价] 一个人吃Mango Bingsu很顺手，和朋友分着吃也不会无聊；芒果的味道够明确，聊天间隙也能吃出滋味。","b4915090abb7b265fed57932"
"21","膳一城Drinks","LY3","1025","Mango Bingsu","9","顶级","2","10","复购判断","[示例评价] 这道Mango Bingsu的优点是芒果各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","f2ce3eca2449e94dd51f6a13"
"21","膳一城Drinks","LY3","1026","Milo Oreo Bingsu","7","NPC","1","9","场景感受","[示例评价] 一个人吃Milo Oreo Bingsu很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","7b86c6db4d0e1d36b954c32d"
"21","膳一城Drinks","LY3","1026","Milo Oreo Bingsu","9","顶级","2","10","复购判断","[示例评价] 这道Milo Oreo Bingsu的优点是整体风味各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","604f49dc726e260642be14e1"
"21","膳一城Drinks","LY3","1027","Strawberry Milk Bingsu","9","顶级","1","3","口感变化","[示例评价] 这道Strawberry Milk Bingsu有意思的地方在口感变化：草莓、奶香带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","73ba730f5c8d32a34d5d6652"
"21","膳一城Drinks","LY3","1027","Strawberry Milk Bingsu","9","顶级","2","4","香气表现","[示例评价] 端上来时草莓、奶香的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","04497e55405c75095e100b65"
"21","膳一城Drinks","LY3","1028","Pistachio Matcha Bingsu","7","NPC","1","3","口感变化","[示例评价] 这道Pistachio Matcha Bingsu有意思的地方在口感变化：茶带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","52bcfe9059f2c2db927902cd"
"21","膳一城Drinks","LY3","1028","Pistachio Matcha Bingsu","10","夯爆了","2","4","香气表现","[示例评价] 端上来时茶的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","776904700decc8174678f710"
"21","膳一城Drinks","LY3","1029","Peanut Bingsu","10","夯爆了","1","10","复购判断","[示例评价] 这道Peanut Bingsu的优点是整体风味各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","10a1a1a049cbdbb9ee19fca6"
"21","膳一城Drinks","LY3","1029","Peanut Bingsu","8","人上人","2","1","第一口印象","[示例评价] 第一口先尝到整体风味的味道，层次很清楚；Peanut Bingsu适合趁热吃，香气会更完整。","2067c26653070233af70e14f"
"22","佳味食轩RICE","LY3","1086","Black Pepper Chicken Chop Pan Mee","8","人上人","1","2","风味平衡","[示例评价] Black Pepper Chicken Chop Pan Mee把鸡肉、面条的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","a5dea61ae95f5bc0bb31be4e"
"22","佳味食轩RICE","LY3","1086","Black Pepper Chicken Chop Pan Mee","9","顶级","2","3","口感变化","[示例评价] 这道Black Pepper Chicken Chop Pan Mee有意思的地方在口感变化：鸡肉、面条带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","46ef55d42da61b7d87766513"
"22","佳味食轩RICE","LY3","1087","Braised Pork Pan Mee","8","人上人","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Braised Pork Pan Mee：猪肉、面条让味道有内容，分量和满足感也比较适合日常解决一餐。","f5aadcc6bb57196ea28e5724"
"22","佳味食轩RICE","LY3","1087","Braised Pork Pan Mee","8","人上人","2","8","口味建议","[示例评价] 如果平时喜欢猪肉、面条，这道Braised Pork Pan Mee值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","8c68ee36a655ba08e177caa1"
"22","佳味食轩RICE","LY3","1088","Herbal Soup Chicken Leg Pan Mee","9","顶级","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Herbal Soup Chicken Leg Pan Mee：鸡肉、面条、汤让味道有内容，分量和满足感也比较适合日常解决一餐。","40b8a0f968c1f8acfe63cc97"
"22","佳味食轩RICE","LY3","1088","Herbal Soup Chicken Leg Pan Mee","10","夯爆了","2","8","口味建议","[示例评价] 如果平时喜欢鸡肉、面条、汤，这道Herbal Soup Chicken Leg Pan Mee值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","06f317e4325912b4ffafebb3"
"22","佳味食轩RICE","LY3","1089","Chinese Fried Rice","7","NPC","1","8","口味建议","[示例评价] 如果平时喜欢米饭、酥脆口感，这道Chinese Fried Rice值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","1899b51a7ce5437a1d96307f"
"22","佳味食轩RICE","LY3","1089","Chinese Fried Rice","6","拉完了","2","9","场景感受","[示例评价] 一个人吃Chinese Fried Rice很顺手，和朋友分着吃也不会无聊；米饭、酥脆口感的味道够明确，聊天间隙也能吃出滋味。","b81a5729705069b0a63145fb"
"22","佳味食轩RICE","LY3","1090","Spam Fried Rice","6","拉完了","1","9","场景感受","[示例评价] 一个人吃Spam Fried Rice很顺手，和朋友分着吃也不会无聊；米饭、酥脆口感的味道够明确，聊天间隙也能吃出滋味。","620d9e95e49ea86ef023f97d"
"22","佳味食轩RICE","LY3","1090","Spam Fried Rice","6","拉完了","2","10","复购判断","[示例评价] 这道Spam Fried Rice的优点是米饭、酥脆口感各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","4f0bf59bf3f98679041d3307"
"23","Unipot有你香锅","LY3","1104","Value Set","8","人上人","1","8","口味建议","[示例评价] 如果平时喜欢整体风味，这道Value Set值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","1d72a0f249c127d324cdf174"
"23","Unipot有你香锅","LY3","1104","Value Set","9","顶级","2","9","场景感受","[示例评价] 一个人吃Value Set很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","0f252f3c1ad126be10147619"
"23","Unipot有你香锅","LY3","1105","Value Vego Set","7","NPC","1","8","口味建议","[示例评价] 如果平时喜欢整体风味，这道Value Vego Set值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","b852996199e24080370c42cb"
"23","Unipot有你香锅","LY3","1105","Value Vego Set","9","顶级","2","9","场景感受","[示例评价] 一个人吃Value Vego Set很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","5d8009efb357676e46bcfd8f"
"23","Unipot有你香锅","LY3","1106","Value Chicken Set","9","顶级","1","10","复购判断","[示例评价] 这道Value Chicken Set的优点是鸡肉各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","74a4ae69bb47efd1d5821d0c"
"23","Unipot有你香锅","LY3","1106","Value Chicken Set","8","人上人","2","1","第一口印象","[示例评价] 第一口先尝到鸡肉的味道，层次很清楚；Value Chicken Set适合趁热吃，香气会更完整。","619db7d07d1de5fbebe39b3f"
"23","Unipot有你香锅","LY3","1107","Chicken Set A","10","夯爆了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉的回味，Chicken Set A不是只靠第一口取胜，后段味道也有记忆点。","5c662eabfeaeedef1ecae2e1"
"23","Unipot有你香锅","LY3","1107","Chicken Set A","6","拉完了","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Chicken Set A：鸡肉让味道有内容，分量和满足感也比较适合日常解决一餐。","d372428980b32e97387d95f1"
"23","Unipot有你香锅","LY3","1108","Chicken Set B","6","拉完了","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Chicken Set B：鸡肉让味道有内容，分量和满足感也比较适合日常解决一餐。","5dd6473c90b3032f8f11c810"
"23","Unipot有你香锅","LY3","1108","Chicken Set B","7","NPC","2","8","口味建议","[示例评价] 如果平时喜欢鸡肉，这道Chicken Set B值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","0fc6da4b927eb9c610a8ea5f"
"24","SAPID","B1","1145","Teriyaki Chicken Don","6","拉完了","1","9","场景感受","[示例评价] 一个人吃Teriyaki Chicken Don很顺手，和朋友分着吃也不会无聊；鸡肉、米饭、烤制香气的味道够明确，聊天间隙也能吃出滋味。","57e5818e16f0317bc61b5153"
"24","SAPID","B1","1145","Teriyaki Chicken Don","10","夯爆了","2","10","复购判断","[示例评价] 这道Teriyaki Chicken Don的优点是鸡肉、米饭、烤制香气各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","9350f1a4c28f2273a5dd2618"
"24","SAPID","B1","1146","Udon（Add on Chicken）","6","拉完了","1","5","食材搭配","[示例评价] 从鸡肉、面条、米饭的搭配看，食材之间没有互相抢味，Udon（Add on Chicken）吃起来有自己的重点，配一杯清饮会更舒服。","e93ea1983acca654bcdc97dd"
"24","SAPID","B1","1146","Udon（Add on Chicken）","6","拉完了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、面条、米饭的回味，Udon（Add on Chicken）不是只靠第一口取胜，后段味道也有记忆点。","ea1b15cb6adfcb8794a281e6"
"24","SAPID","B1","1147","Cheezy Teriyaki Chicken Don","10","夯爆了","1","2","风味平衡","[示例评价] Cheezy Teriyaki Chicken Don把鸡肉、米饭、烤制香气的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","311c3cd60da1613395e4e874"
"24","SAPID","B1","1147","Cheezy Teriyaki Chicken Don","10","夯爆了","2","3","口感变化","[示例评价] 这道Cheezy Teriyaki Chicken Don有意思的地方在口感变化：鸡肉、米饭、烤制香气带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","a70f4dbfd711e191ad4b925b"
"24","SAPID","B1","1148","Ramen （Add on Chicken）","8","人上人","1","5","食材搭配","[示例评价] 从鸡肉、面条的搭配看，食材之间没有互相抢味，Ramen （Add on Chicken）吃起来有自己的重点，配一杯清饮会更舒服。","92f6ad77ad021e5371af43ea"
"24","SAPID","B1","1148","Ramen （Add on Chicken）","7","NPC","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、面条的回味，Ramen （Add on Chicken）不是只靠第一口取胜，后段味道也有记忆点。","1ec8cb54d684ed054fd237f9"
"24","SAPID","B1","1149","Salmon Fish Don","8","人上人","1","8","口味建议","[示例评价] 如果平时喜欢鱼肉、米饭，这道Salmon Fish Don值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","798101296b4d444ca39d646b"
"24","SAPID","B1","1149","Salmon Fish Don","10","夯爆了","2","9","场景感受","[示例评价] 一个人吃Salmon Fish Don很顺手，和朋友分着吃也不会无聊；鱼肉、米饭的味道够明确，聊天间隙也能吃出滋味。","c6b39d2bdf935cfdab303ba8"
"25","沙县小吃Shaxian Snacks","LY3","1218","Aromatic Mixed Noodles","6","拉完了","1","4","香气表现","[示例评价] 端上来时面条的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","ffb8a3c910fefbe361cbc512"
"25","沙县小吃Shaxian Snacks","LY3","1218","Aromatic Mixed Noodles","10","夯爆了","2","5","食材搭配","[示例评价] 从面条的搭配看，食材之间没有互相抢味，Aromatic Mixed Noodles吃起来有自己的重点，配一杯清饮会更舒服。","9b1082e0defaae88a3d51be2"
"25","沙县小吃Shaxian Snacks","LY3","1219","Scallion Oil Mixed Noodles","7","NPC","1","10","复购判断","[示例评价] 这道Scallion Oil Mixed Noodles的优点是面条各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","f1d3acada98cbd096d16e2dc"
"25","沙县小吃Shaxian Snacks","LY3","1219","Scallion Oil Mixed Noodles","7","NPC","2","1","第一口印象","[示例评价] 第一口先尝到面条的味道，层次很清楚；Scallion Oil Mixed Noodles适合趁热吃，香气会更完整。","35748504258844e2c250ee22"
"25","沙县小吃Shaxian Snacks","LY3","1220","Zha Jiang Mixed Noodles","6","拉完了","1","2","风味平衡","[示例评价] Zha Jiang Mixed Noodles把面条的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","5c68b78093e875e840693224"
"25","沙县小吃Shaxian Snacks","LY3","1220","Zha Jiang Mixed Noodles","10","夯爆了","2","3","口感变化","[示例评价] 这道Zha Jiang Mixed Noodles有意思的地方在口感变化：面条带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","a4f73c4dc06097b776a67ec0"
"25","沙县小吃Shaxian Snacks","LY3","1221","Lao Gan Ma Spicy Mixed Noodles","9","顶级","1","9","场景感受","[示例评价] 一个人吃Lao Gan Ma Spicy Mixed Noodles很顺手，和朋友分着吃也不会无聊；面条、辣味的味道够明确，聊天间隙也能吃出滋味。","65445c7eed0f09cc2ca628d4"
"25","沙县小吃Shaxian Snacks","LY3","1221","Lao Gan Ma Spicy Mixed Noodles","7","NPC","2","10","复购判断","[示例评价] 这道Lao Gan Ma Spicy Mixed Noodles的优点是面条、辣味各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","80fa6aaf9bed339ef9392c57"
"25","沙县小吃Shaxian Snacks","LY3","1222","Shredded Chicken Noodles","9","顶级","1","4","香气表现","[示例评价] 端上来时鸡肉、面条的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","9b3646f24f0bf1d3ccd65d45"
"25","沙县小吃Shaxian Snacks","LY3","1222","Shredded Chicken Noodles","9","顶级","2","5","食材搭配","[示例评价] 从鸡肉、面条的搭配看，食材之间没有互相抢味，Shredded Chicken Noodles吃起来有自己的重点，配一杯清饮会更舒服。","2df1055b495e5892b24303e9"
"26","天猫校园咖啡Tianmao coffee","LY3","1256","Tmall Campus Mango","9","顶级","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Tmall Campus Mango：芒果让味道有内容，分量和满足感也比较适合日常解决一餐。","65e9bfa64376448531c90bed"
"26","天猫校园咖啡Tianmao coffee","LY3","1256","Tmall Campus Mango","8","人上人","2","8","口味建议","[示例评价] 如果平时喜欢芒果，这道Tmall Campus Mango值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","74708242e72ef77eb41c7090"
"26","天猫校园咖啡Tianmao coffee","LY3","1257","Berry Cheese Foam","8","人上人","1","8","口味建议","[示例评价] 如果平时喜欢整体风味，这道Berry Cheese Foam值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","5155503dd634e201b5560e34"
"26","天猫校园咖啡Tianmao coffee","LY3","1257","Berry Cheese Foam","8","人上人","2","9","场景感受","[示例评价] 一个人吃Berry Cheese Foam很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","2327bb3557d0a74572833ad1"
"26","天猫校园咖啡Tianmao coffee","LY3","1258","Pineapple Cheese Foam","8","人上人","1","9","场景感受","[示例评价] 一个人吃Pineapple Cheese Foam很顺手，和朋友分着吃也不会无聊；苹果的味道够明确，聊天间隙也能吃出滋味。","1e25482b5a0d8783705b19aa"
"26","天猫校园咖啡Tianmao coffee","LY3","1258","Pineapple Cheese Foam","9","顶级","2","10","复购判断","[示例评价] 这道Pineapple Cheese Foam的优点是苹果各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","82afb100d364b27a52f80e11"
"26","天猫校园咖啡Tianmao coffee","LY3","1259","Grape Cheese Foam","6","拉完了","1","9","场景感受","[示例评价] 一个人吃Grape Cheese Foam很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","43d909c929a5f116d70e0e33"
"26","天猫校园咖啡Tianmao coffee","LY3","1259","Grape Cheese Foam","10","夯爆了","2","10","复购判断","[示例评价] 这道Grape Cheese Foam的优点是整体风味各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","9721324d3ee76e6f9d3ca9d6"
"26","天猫校园咖啡Tianmao coffee","LY3","1260","Strawberry Slush","9","顶级","1","3","口感变化","[示例评价] 这道Strawberry Slush有意思的地方在口感变化：草莓带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","3baea7105c44448f3175e178"
"26","天猫校园咖啡Tianmao coffee","LY3","1260","Strawberry Slush","8","人上人","2","4","香气表现","[示例评价] 端上来时草莓的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","83e66a031b1055960b94fae0"
"27","铜锅米线Copper Pot Rice Noodles","LY3","1295","Sauteed Wild Mushrooms Rice Noodles","8","人上人","1","2","风味平衡","[示例评价] Sauteed Wild Mushrooms Rice Noodles把蘑菇、面条、米饭的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","a190f74590cf019184e505d9"
